概率,半径 [mm],直径 [mm],中间 x [体素],中间 y [体素],中间 z [体素],体积 [mm³],体素,表面 [mm²],分类,间隙 [mm],紧密度,球度,位置 x [体素],位置 y [体素],位置 z [体素],投影尺寸 x [mm],投影尺寸 y [mm],投影尺寸 z [mm],主分量分析（PCA）偏差 1 [mm],主分量分析（PCA）偏差 2 [mm],主分量分析（PCA）偏差 3 [mm],PCA 最大偏差比例 [%],PCA 最小偏差比例 [%],最小灰度值,最大灰度值,平均灰度值,灰度值偏差,标签,最小厚度 [mm],最大厚度 [mm],平均厚度 [mm],相对直径,切面 [mm²],最小边距离（内部） [mm],最小边距离（外部） [mm],最大边距离（剪切） [mm],投影区域（yz 平面） [mm²],投影区域（xz 平面） [mm²],投影区域（xy 平面） [mm²],说明,图像,聚焦图像,捕获,公差状态
5.04,0.398,0.796,887,406,232,0.12,69,1.82,,1.615,0.44,0.64,887,407,232,0.715,0.715,0.715,0.173,0.145,0.107,43.540,26.759,24927,28115,26722,897,2771,,,,,,,,,0.36,0.31,0.27,,关,关,0,无公差
5.04,0.463,0.927,477,301,149,0.22,130,2.82,,0.804,0.53,0.63,478,300,149,0.954,0.715,0.835,0.200,0.173,0.145,43.120,31.333,24876,28243,26966,897,1489,,,,,,,,,0.47,0.55,0.48,,关,关,0,无公差
5.03,0.571,1.143,989,854,379,0.31,185,3.67,,-5.171,0.40,0.61,989,854,379,1.192,0.835,0.954,0.241,0.185,0.166,42.210,29.027,24602,28235,27000,896,11785,,,,,,,,,0.57,0.70,0.63,,关,关,0,无公差
5.03,0.462,0.924,332,1186,373,0.20,116,2.50,,2.241,0.48,0.65,332,1186,373,0.954,0.715,0.596,0.197,0.163,0.137,42.638,29.766,25127,28220,27052,896,137,,,,,,,,,0.38,0.41,0.51,,关,关,0,无公差
5.03,0.496,0.992,342,825,104,0.23,138,2.93,,-10.424,0.46,0.63,342,825,103,0.954,0.715,0.835,0.193,0.175,0.166,38.834,33.452,25091,28241,26784,896,11040,,,,,,,,,0.44,0.57,0.55,,关,关,0,无公差
5.03,0.495,0.990,1137,1095,306,0.26,153,3.04,,2.074,0.51,0.65,1136,1096,306,0.954,0.835,0.715,0.219,0.169,0.158,44.174,31.920,24604,28240,26986,896,9504,,,,,,,,,0.50,0.54,0.55,,关,关,0,无公差
5.03,0.433,0.867,349,293,124,0.14,85,2.08,,-0.306,0.42,0.64,349,293,124,0.715,0.596,0.715,0.181,0.155,0.121,41.703,27.878,24898,28220,26826,896,1118,,,,,,,,,0.31,0.40,0.33,,关,关,0,无公差
5.03,0.495,0.990,384,258,365,0.28,168,3.16,,1.002,0.56,0.66,384,259,366,0.954,0.835,0.835,0.218,0.175,0.165,44.116,33.345,25061,28247,26859,896,936,,,,,,,,,0.51,0.58,0.60,,关,关,0,无公差
5.02,0.404,0.809,209,870,400,0.15,90,2.19,,0.782,0.55,0.63,210,870,400,0.715,0.715,0.715,0.174,0.150,0.134,43.070,33.035,25256,28211,26927,896,11856,,,,,,,,,0.38,0.34,0.37,,关,关,0,无公差
5.02,0.538,1.077,571,815,382,0.24,142,3.04,,-18.980,0.37,0.62,571,816,383,0.954,0.715,0.835,0.235,0.160,0.146,43.576,27.082,25140,28233,26840,895,11239,,,,,,,,,0.47,0.58,0.47,,关,关,0,无公差
5.02,0.342,0.685,477,547,168,0.07,41,1.25,,-21.319,0.41,0.65,476,546,168,0.477,0.477,0.596,0.147,0.111,0.101,42.951,29.598,24920,28197,27109,895,5068,,,,,,,,,0.20,0.23,0.20,,关,关,0,无公差
5.01,0.333,0.665,1161,785,258,0.08,49,1.39,,0.987,0.54,0.66,1161,785,258,0.477,0.596,0.596,0.133,0.128,0.113,39.971,33.906,24980,28174,26962,895,10527,,,,,,,,,0.24,0.23,0.23,,关,关,0,无公差
5.01,0.445,0.891,984,478,378,0.19,114,2.42,,0.605,0.52,0.67,984,479,378,0.715,0.715,0.835,0.188,0.168,0.139,42.163,31.215,24938,28229,27064,895,3944,,,,,,,,,0.47,0.44,0.41,,关,关,0,无公差
5.01,0.760,1.520,909,801,77,0.41,241,4.55,,-7.042,0.22,0.59,909,802,79,0.954,0.954,1.312,0.311,0.203,0.163,40.882,21.464,24455,28249,27192,913,10315,,,,,,,,,0.87,0.75,0.65,,关,关,0,无公差
5.01,0.412,0.825,1179,365,313,0.13,77,1.96,,0.731,0.44,0.63,1179,365,313,0.715,0.715,0.596,0.182,0.136,0.123,44.232,29.773,25238,28230,26949,894,2394,,,,,,,,,0.28,0.33,0.37,,关,关,0,无公差
5.01,0.625,1.251,681,962,422,0.31,184,3.55,,-8.321,0.30,0.63,683,962,422,1.192,0.835,0.596,0.279,0.187,0.147,44.684,23.465,24821,28245,27054,894,3518,,,,,,,,,0.40,0.58,0.80,,关,关,0,无公差
5.01,0.420,0.841,676,1316,337,0.15,91,2.13,,1.578,0.50,0.65,675,1315,336,0.715,0.715,0.715,0.183,0.145,0.132,43.502,31.471,24990,28241,26892,894,10039,,,,,,,,,0.30,0.40,0.35,,关,关,0,无公差
5.01,0.614,1.228,981,207,314,0.17,98,2.56,,0.585,0.17,0.57,982,208,311,1.192,0.715,0.715,0.292,0.124,0.117,47.490,18.987,24944,28248,27139,894,662,,,,,,,,,0.37,0.47,0.47,,关,关,0,无公差
5.01,0.495,0.990,592,659,90,0.18,106,2.45,,-39.617,0.35,0.63,592,659,90,0.954,0.596,0.835,0.219,0.145,0.129,44.131,26.078,24888,28213,26822,894,7650,,,,,,,,,0.40,0.47,0.44,,关,关,0,无公差
5.00,0.511,1.022,858,154,288,0.27,157,3.13,,2.039,0.48,0.64,857,155,289,0.954,0.835,0.954,0.225,0.170,0.161,44.025,31.511,25061,28249,26900,893,209,,,,,,,,,0.57,0.54,0.48,,关,关,0,无公差
5.00,0.569,1.138,929,1175,408,0.29,170,3.36,,0.155,0.37,0.63,929,1175,408,1.192,0.894,0.715,0.258,0.175,0.145,45.371,25.404,25198,28194,26957,893,914,,,,,,,,,0.49,0.63,0.65,,关,关,0,无公差
4.99,0.645,1.290,440,827,285,0.53,312,4.95,,-13.658,0.47,0.64,440,830,286,0.954,1.192,0.954,0.266,0.227,0.197,41.202,30.620,24744,28245,26772,892,11153,,,,,,,,,0.84,0.74,0.90,,关,关,0,无公差
4.99,0.444,0.887,509,381,407,0.17,100,2.25,,1.127,0.46,0.66,509,381,407,0.954,0.596,0.715,0.190,0.152,0.132,42.869,29.804,25151,28200,27072,892,2516,,,,,,,,,0.34,0.45,0.40,,关,关,0,无公差
4.98,0.592,1.183,959,333,392,0.37,217,4.07,,0.276,0.42,0.61,960,333,393,0.954,0.835,1.073,0.258,0.200,0.167,43.646,28.201,25176,28248,27092,891,2033,,,,,,,,,0.67,0.77,0.60,,关,关,0,无公差
4.98,0.546,1.093,701,1248,353,0.26,155,3.04,,1.934,0.38,0.65,702,1247,353,0.954,0.715,0.715,0.243,0.173,0.140,44.477,25.682,24961,28225,27154,891,8807,,,,,,,,,0.43,0.55,0.53,,关,关,0,无公差
4.98,0.562,1.125,1031,575,65,0.27,157,3.30,,0.680,0.36,0.61,1032,576,66,0.954,0.954,0.835,0.254,0.188,0.132,45.089,23.446,25017,28213,26813,891,5510,,,,,,,,,0.58,0.57,0.60,,关,关,0,无公差
4.97,1.147,2.294,820,1102,423,0.45,268,6.09,,0.176,0.07,0.47,823,1097,423,1.669,2.027,0.477,0.596,0.242,0.101,51.975,8.844,24075,28244,27023,1080,9958,,,,,,,,,0.62,0.57,1.72,,关,关,0,无公差
4.96,0.587,1.174,909,1277,423,0.11,64,1.93,,1.782,0.13,0.57,909,1276,423,1.192,0.715,0.358,0.256,0.136,0.078,43.546,13.334,24716,28213,27055,946,4649,,,,,,,,,0.20,0.27,0.53,,关,关,0,无公差
4.96,0.525,1.050,392,649,302,0.32,188,3.53,,-11.650,0.53,0.64,391,650,303,0.954,0.835,0.954,0.218,0.190,0.173,41.539,33.035,24804,28241,27000,890,7079,,,,,,,,,0.58,0.63,0.55,,关,关,0,无公差
4.96,0.663,1.326,578,641,85,0.40,238,4.44,,-37.281,0.33,0.60,580,640,86,1.192,0.835,0.954,0.297,0.213,0.154,44.733,23.195,24593,28237,27040,890,6877,,,,,,,,,0.61,0.88,0.71,,关,关,0,无公差
4.95,0.389,0.778,541,736,366,0.14,83,2.05,,-19.131,0.57,0.64,541,735,366,0.715,0.715,0.715,0.164,0.152,0.128,42.225,32.994,24813,28223,26797,889,9275,,,,,,,,,0.33,0.37,0.33,,关,关,0,无公差
4.95,0.427,0.853,380,208,109,0.17,100,2.30,,0.609,0.52,0.64,380,209,110,0.715,0.715,0.715,0.186,0.153,0.136,43.598,31.908,25021,28226,26994,889,557,,,,,,,,,0.40,0.40,0.36,,关,关,0,无公差
4.95,0.556,1.113,644,952,388,0.26,154,3.10,,-8.723,0.36,0.64,643,951,386,1.192,0.715,0.835,0.240,0.172,0.147,43.166,26.461,24990,28248,26913,889,2952,,,,,,,,,0.40,0.65,0.58,,关,关,0,无公差
4.94,0.469,0.939,1007,647,366,0.18,107,2.45,,-0.795,0.42,0.63,1007,647,365,0.715,0.715,0.835,0.204,0.146,0.142,43.453,30.237,25170,28225,26971,888,7135,,,,,,,,,0.41,0.44,0.37,,关,关,0,无公差
4.94,0.698,1.396,694,952,83,0.38,227,4.18,,-12.982,0.27,0.61,692,952,83,1.431,0.715,0.835,0.305,0.178,0.163,43.729,23.350,24928,28239,26986,888,1646,,,,,,,,,0.48,0.88,0.77,,关,关,0,无公差
4.93,0.454,0.908,179,606,423,0.08,49,1.59,,1.923,0.21,0.58,179,605,423,0.954,0.715,0.358,0.205,0.149,0.069,45.103,15.091,24244,28211,26683,1074,6740,,,,,,,,,0.17,0.21,0.48,,关,关,0,无公差
4.93,0.408,0.816,1015,373,329,0.16,97,2.10,,0.386,0.58,0.69,1015,373,329,0.715,0.596,0.596,0.171,0.152,0.143,41.907,34.970,24900,28250,26884,887,2409,,,,,,,,,0.31,0.38,0.36,,关,关,0,无公差
4.93,0.430,0.860,679,431,338,0.16,96,2.25,,-3.747,0.49,0.64,679,431,339,0.954,0.596,0.715,0.168,0.167,0.133,39.111,30.990,25231,28222,26972,887,3361,,,,,,,,,0.34,0.45,0.36,,关,关,0,无公差
4.93,0.274,0.547,828,825,266,0.05,28,0.97,,-10.041,0.55,0.66,828,825,266,0.477,0.477,0.477,0.113,0.104,0.098,41.144,35.649,25309,28205,26835,887,11138,,,,,,,,,0.17,0.16,0.16,,关,关,0,无公差
4.92,0.562,1.125,982,876,423,0.16,93,2.42,,-4.782,0.21,0.58,982,876,423,0.954,0.954,0.477,0.232,0.173,0.102,41.239,18.111,24689,28245,27195,886,11988,,,,,,,,,0.30,0.30,0.61,,关,关,0,无公差
4.92,0.672,1.344,582,436,413,0.45,267,4.64,,-2.818,0.36,0.62,583,436,413,1.192,0.835,1.073,0.307,0.195,0.185,45.730,27.505,24889,28229,27053,886,3527,,,,,,,,,0.58,0.87,0.82,,关,关,0,无公差
4.92,0.416,0.832,1005,980,398,0.14,81,2.10,,1.098,0.45,0.61,1004,980,398,0.715,0.596,0.715,0.178,0.155,0.118,42.713,28.298,25210,28209,27234,886,4981,,,,,,,,,0.33,0.40,0.33,,关,关,0,无公差
4.92,0.543,1.086,245,692,97,0.20,118,2.62,,-2.475,0.30,0.63,246,692,98,1.192,0.477,0.715,0.235,0.171,0.115,43.280,21.215,24936,28242,27152,886,8383,,,,,,,,,0.31,0.61,0.44,,关,关,0,无公差
4.92,0.710,1.421,917,519,417,0.39,231,4.24,,-2.085,0.26,0.61,915,518,418,1.431,0.715,1.073,0.306,0.202,0.151,43.113,21.321,25112,28250,27098,886,4706,,,,,,,,,0.57,0.88,0.73,,关,关,0,无公差
4.92,0.446,0.893,354,680,410,0.22,128,2.67,,-1.000,0.58,0.65,354,680,410,0.715,0.835,0.835,0.181,0.170,0.160,40.440,35.792,25041,28232,26941,886,8038,,,,,,,,,0.44,0.43,0.47,,关,关,0,无公差
4.92,0.625,1.251,711,917,62,0.29,174,3.47,,-15.509,0.29,0.62,711,918,62,1.192,0.954,0.596,0.268,0.195,0.142,42.843,22.636,24725,28242,27170,886,12527,,,,,,,,,0.48,0.48,0.77,,关,关,0,无公差
4.91,0.450,0.900,832,657,63,0.15,89,2.10,,-17.216,0.39,0.65,832,658,63,0.954,0.715,0.596,0.194,0.144,0.124,42.998,27.556,25302,28246,26969,886,7488,,,,,,,,,0.31,0.37,0.44,,关,关,0,无公差
4.91,0.279,0.558,860,525,321,0.04,25,0.91,,-4.795,0.47,0.65,860,525,321,0.477,0.477,0.477,0.129,0.100,0.082,46.132,29.426,25482,28211,27075,885,5159,,,,,,,,,0.18,0.20,0.17,,关,关,0,无公差
4.91,0.416,0.832,953,366,83,0.17,103,2.33,,2.209,0.58,0.65,953,366,83,0.715,0.715,0.715,0.174,0.166,0.138,41.772,33.112,25001,28194,26960,885,2214,,,,,,,,,0.37,0.43,0.37,,关,关,0,无公差
4.91,0.460,0.920,628,538,370,0.19,115,2.59,,-15.013,0.48,0.63,626,537,370,0.954,0.715,0.835,0.203,0.164,0.133,44.066,28.974,25030,28246,26970,885,5228,,,,,,,,,0.43,0.51,0.38,,关,关,0,无公差
4.91,0.617,1.233,722,110,62,0.21,123,2.79,,1.939,0.21,0.61,721,111,62,1.192,0.954,0.477,0.282,0.155,0.117,45.663,18.937,25023,28208,27037,885,1,,,,,,,,,0.33,0.44,0.70,,关,关,0,无公差
4.91,0.553,1.107,941,885,207,0.28,164,3.55,,0.877,0.39,0.58,939,886,207,0.954,0.835,0.954,0.226,0.211,0.146,40.779,26.439,24828,28222,26981,885,12251,,,,,,,,,0.54,0.60,0.63,,关,关,0,无公差
4.91,0.759,1.518,1248,465,297,0.41,240,5.03,,1.527,0.22,0.53,1247,463,297,0.954,1.312,1.192,0.315,0.261,0.124,41.472,16.385,19328,28231,24923,2266,3866,,,,,,,,,1.22,0.82,0.54,,关,关,0,无公差
4.90,0.448,0.896,389,942,252,0.15,86,2.16,,-3.291,0.39,0.62,389,942,253,0.715,0.715,0.715,0.206,0.135,0.124,45.978,27.738,24730,28162,26821,885,2503,,,,,,,,,0.36,0.36,0.37,,关,关,0,无公差
4.90,0.910,1.820,894,894,407,0.75,440,6.94,,-5.332,0.24,0.57,893,895,409,1.192,1.669,1.192,0.355,0.275,0.197,39.042,21.611,24091,28246,26947,1045,12414,,,,,,,,,1.25,0.97,1.31,,关,关,0,无公差
4.90,0.419,0.839,1245,711,99,0.17,98,2.25,,2.100,0.54,0.65,1245,711,99,0.715,0.715,0.715,0.181,0.148,0.139,43.256,33.218,25283,28211,26945,884,8387,,,,,,,,,0.38,0.37,0.37,,关,关,0,无公差
4.89,0.669,1.338,794,1232,422,0.26,156,3.21,,-1.132,0.21,0.62,794,1232,422,1.192,0.835,0.477,0.312,0.158,0.125,46.592,18.705,24996,28234,26957,884,5577,,,,,,,,,0.37,0.51,0.73,,关,关,0,无公差
4.89,0.528,1.055,1207,775,384,0.23,133,2.84,,-1.184,0.37,0.63,1208,776,384,0.954,0.715,0.835,0.222,0.178,0.132,42.008,25.086,25018,28213,27090,883,9980,,,,,,,,,0.43,0.60,0.50,,关,关,0,无公差
4.89,0.706,1.411,953,1205,399,0.29,173,3.90,,0.243,0.20,0.55,954,1205,401,1.192,0.656,1.192,0.315,0.201,0.124,44.680,17.520,24758,28251,27073,883,5263,,,,,,,,,0.58,0.88,0.59,,关,关,0,无公差
4.89,0.358,0.717,1229,442,340,0.11,64,1.65,,1.613,0.56,0.67,1229,442,341,0.715,0.596,0.596,0.153,0.135,0.121,42.657,33.722,25125,28193,26960,883,3368,,,,,,,,,0.24,0.36,0.33,,关,关,0,无公差
4.88,0.594,1.188,564,905,103,0.21,125,2.93,,-20.020,0.24,0.59,562,904,102,0.954,0.954,0.835,0.253,0.157,0.152,42.656,25.543,24939,28194,27076,883,12178,,,,,,,,,0.53,0.43,0.54,,关,关,0,无公差
4.88,0.553,1.106,1270,643,287,0.23,136,2.87,,1.108,0.33,0.63,1270,644,287,0.715,1.073,0.715,0.247,0.153,0.139,44.638,25.108,24903,28200,26909,883,7070,,,,,,,,,0.57,0.43,0.61,,关,关,0,无公差
4.88,0.735,1.469,757,363,418,0.37,219,4.52,,-0.097,0.22,0.55,756,365,417,0.715,0.954,1.312,0.323,0.197,0.154,43.967,21.014,24900,28242,27259,882,2533,,,,,,,,,0.84,0.77,0.57,,关,关,0,无公差
4.88,0.476,0.953,693,316,358,0.23,136,2.84,,-1.743,0.51,0.64,693,317,358,0.715,0.835,0.835,0.198,0.192,0.141,41.639,29.536,24952,28247,27048,882,1613,,,,,,,,,0.51,0.47,0.44,,关,关,0,无公差
4.88,0.460,0.919,800,171,159,0.21,125,2.59,,2.106,0.52,0.66,800,171,159,0.954,0.715,0.715,0.193,0.171,0.144,42.041,31.291,24969,28176,26971,882,369,,,,,,,,,0.37,0.55,0.47,,关,关,0,无公差
4.87,0.469,0.937,692,978,379,0.23,138,2.82,,-5.739,0.54,0.65,692,978,379,0.954,0.715,0.715,0.205,0.170,0.151,43.667,32.270,24836,28238,26983,882,4869,,,,,,,,,0.40,0.54,0.58,,关,关,0,无公差
4.87,0.599,1.198,1012,1029,77,0.32,186,3.53,,0.343,0.35,0.64,1012,1030,77,1.192,0.835,0.835,0.265,0.175,0.152,44.202,25.311,24825,28248,27018,882,5845,,,,,,,,,0.51,0.68,0.67,,关,关,0,无公差
4.87,0.342,0.685,1261,762,264,0.11,62,1.68,,0.862,0.62,0.64,1261,762,264,0.715,0.596,0.596,0.156,0.133,0.116,45.569,33.992,25066,28147,26940,881,9870,,,,,,,,,0.27,0.34,0.31,,关,关,0,无公差
4.86,0.727,1.454,332,903,113,0.26,155,3.33,,-4.756,0.16,0.60,331,903,110,1.192,0.835,1.192,0.251,0.191,0.147,34.481,20.246,25214,28223,26987,881,12185,,,,,,,,,0.60,0.57,0.54,,关,关,0,无公差
4.85,0.417,0.835,546,925,170,0.12,73,1.91,,-16.501,0.41,0.63,544,925,169,0.715,0.596,0.596,0.189,0.133,0.117,45.190,28.031,25433,28210,27117,880,12703,,,,,,,,,0.28,0.34,0.33,,关,关,0,无公差
4.85,0.641,1.282,890,1020,415,0.36,212,3.98,,-1.210,0.33,0.61,891,1020,416,1.192,1.073,0.715,0.290,0.181,0.157,45.247,24.460,25019,28243,27142,880,6925,,,,,,,,,0.61,0.64,0.84,,关,关,0,无公差
4.85,0.342,0.683,745,1027,129,0.08,46,1.42,,-2.414,0.47,0.62,745,1027,129,0.715,0.596,0.596,0.148,0.125,0.102,43.242,29.845,25161,28084,26626,880,6099,,,,,,,,,0.28,0.26,0.26,,关,关,0,无公差
4.85,0.404,0.809,275,648,411,0.18,104,2.27,,1.558,0.64,0.67,275,648,411,0.715,0.715,0.715,0.170,0.167,0.138,42.055,34.130,25011,28250,26924,880,7344,,,,,,,,,0.41,0.41,0.43,,关,关,0,无公差
4.85,0.723,1.446,433,532,399,0.40,234,4.27,,-2.167,0.25,0.61,432,530,398,1.431,0.835,0.835,0.305,0.192,0.156,42.127,21.560,25230,28248,27063,880,5306,,,,,,,,,0.51,0.81,0.88,,关,关,0,无公差
4.85,1.927,3.855,1050,881,386,1.48,874,15.27,,-5.581,0.05,0.41,1049,880,386,3.339,1.789,2.146,0.776,0.351,0.195,40.261,10.122,24769,28250,27194,880,12346,,,,,,,,,1.93,3.13,2.13,,关,关,0,无公差
4.85,0.436,0.872,844,703,379,0.18,105,2.30,,-18.236,0.51,0.66,844,703,379,0.715,0.715,0.835,0.182,0.154,0.143,41.762,32.902,24967,28234,26807,880,8613,,,,,,,,,0.37,0.40,0.38,,关,关,0,无公差
4.85,0.455,0.909,1007,522,296,0.13,77,1.99,,1.383,0.33,0.63,1007,522,296,0.715,0.715,0.835,0.200,0.130,0.118,43.892,25.954,25309,28251,27097,880,5146,,,,,,,,,0.36,0.37,0.36,,关,关,0,无公差
4.84,0.529,1.059,985,977,66,0.26,156,3.13,,1.788,0.43,0.64,985,977,65,0.954,0.954,0.835,0.227,0.189,0.141,42.910,26.703,25180,28235,27049,879,3864,,,,,,,,,0.53,0.55,0.60,,关,关,0,无公差
4.84,0.566,1.131,752,1231,297,0.24,141,3.01,,0.392,0.32,0.62,751,1230,297,1.192,0.835,0.596,0.252,0.157,0.139,44.576,24.563,24930,28243,26952,879,4139,,,,,,,,,0.37,0.55,0.68,,关,关,0,无公差
4.84,0.339,0.679,1269,537,311,0.09,53,1.42,,1.024,0.55,0.68,1269,536,311,0.477,0.477,0.596,0.148,0.123,0.113,43.514,33.352,25158,28182,26666,879,5154,,,,,,,,,0.26,0.26,0.20,,关,关,0,无公差
4.84,0.522,1.044,910,332,208,0.31,181,3.47,,2.500,0.52,0.63,912,332,208,0.954,0.954,0.835,0.225,0.189,0.164,43.045,31.489,25375,28246,26871,879,1895,,,,,,,,,0.60,0.55,0.58,,关,关,0,无公差
4.84,0.768,1.536,900,567,232,0.22,130,3.41,,-5.318,0.12,0.52,899,563,234,0.715,1.312,1.073,0.435,0.135,0.117,56.616,15.202,24704,28242,27120,879,5750,,,,,,,,,0.59,0.53,0.56,,关,关,0,无公差
4.83,0.478,0.957,955,534,184,0.24,142,2.84,,1.027,0.53,0.66,955,535,185,0.954,0.835,0.715,0.203,0.174,0.151,42.504,31.610,24789,28243,26720,878,5080,,,,,,,,,0.47,0.53,0.53,,关,关,0,无公差
4.83,0.546,1.093,827,1227,381,0.25,148,3.01,,0.757,0.37,0.64,828,1226,381,0.954,0.715,0.715,0.242,0.167,0.140,44.305,25.694,25092,28239,27060,878,4841,,,,,,,,,0.38,0.60,0.53,,关,关,0,无公差
4.83,0.442,0.884,588,519,355,0.16,95,2.10,,-10.775,0.44,0.68,588,519,355,0.954,0.596,0.596,0.194,0.145,0.130,43.772,29.389,24871,28248,27060,878,4490,,,,,,,,,0.27,0.43,0.44,,关,关,0,无公差
4.83,0.495,0.990,361,1049,107,0.18,106,2.59,,1.148,0.35,0.60,361,1049,108,0.954,0.835,0.715,0.222,0.150,0.129,44.781,26.100,25149,28229,27056,878,7609,,,,,,,,,0.41,0.48,0.48,,关,关,0,无公差
4.82,0.409,0.817,581,886,386,0.15,91,2.13,,-13.294,0.54,0.65,581,885,386,0.715,0.715,0.596,0.177,0.150,0.133,43.272,32.514,24901,28139,26854,877,12360,,,,,,,,,0.33,0.36,0.38,,关,关,0,无公差
4.82,0.546,1.093,864,1008,164,0.24,144,3.01,,1.520,0.36,0.63,863,1008,164,0.954,0.954,0.596,0.255,0.150,0.143,46.756,26.250,24710,28251,27029,877,6187,,,,,,,,,0.50,0.47,0.61,,关,关,0,无公差
4.82,0.609,1.218,961,865,396,0.38,224,4.12,,-3.104,0.40,0.62,961,866,397,1.192,0.954,0.954,0.262,0.197,0.175,43.067,28.689,24716,28247,26970,877,11837,,,,,,,,,0.61,0.75,0.80,,关,关,0,无公差
4.82,0.379,0.759,1222,863,312,0.12,69,1.79,,0.914,0.51,0.65,1222,863,312,0.715,0.715,0.715,0.149,0.137,0.133,39.309,34.930,25326,28222,27062,877,11709,,,,,,,,,0.30,0.36,0.36,,关,关,0,无公差
4.81,0.460,0.921,265,352,359,0.23,134,2.76,,1.647,0.56,0.65,265,351,359,0.715,0.715,0.835,0.193,0.182,0.144,41.950,31.271,25226,28218,26814,876,1995,,,,,,,,,0.45,0.51,0.41,,关,关,0,无公差
4.81,0.341,0.682,729,419,281,0.07,44,1.39,,-4.616,0.45,0.62,728,419,280,0.715,0.477,0.596,0.141,0.128,0.099,41.332,29.007,25321,28238,27209,876,2799,,,,,,,,,0.23,0.27,0.24,,关,关,0,无公差
4.81,0.527,1.053,588,626,395,0.19,110,2.50,,-22.022,0.30,0.63,588,626,395,0.954,0.596,0.835,0.213,0.158,0.133,40.493,25.165,24572,28248,27168,876,7223,,,,,,,,,0.40,0.54,0.41,,关,关,0,无公差
4.80,0.426,0.852,1201,785,406,0.14,83,2.10,,0.192,0.43,0.62,1201,785,406,0.954,0.596,0.715,0.176,0.142,0.131,41.333,30.731,25264,28237,26968,876,10700,,,,,,,,,0.30,0.43,0.37,,关,关,0,无公差
4.80,0.540,1.080,444,276,386,0.20,118,2.64,,1.204,0.30,0.63,444,276,387,0.954,0.715,0.596,0.246,0.140,0.132,45.590,24.358,25135,28197,27103,876,1288,,,,,,,,,0.36,0.50,0.47,,关,关,0,无公差
4.80,0.481,0.961,568,851,356,0.17,103,2.27,,-14.823,0.38,0.66,568,851,355,0.954,0.596,0.596,0.196,0.144,0.139,40.848,28.963,25032,28213,26915,876,11753,,,,,,,,,0.30,0.43,0.41,,关,关,0,无公差
4.80,0.830,1.661,820,710,402,0.37,217,4.38,,-21.928,0.15,0.57,823,712,400,1.431,0.954,0.954,0.348,0.190,0.151,41.954,18.204,24046,28250,27167,1021,8692,,,,,,,,,0.61,0.85,0.73,,关,关,0,无公差
4.80,0.369,0.738,975,694,383,0.12,72,1.79,,-2.869,0.58,0.66,975,694,384,0.715,0.596,0.596,0.157,0.147,0.121,42.524,32.643,24905,28211,27048,875,8626,,,,,,,,,0.30,0.34,0.34,,关,关,0,无公差
4.80,0.553,1.106,700,532,75,0.29,174,3.33,,-22.482,0.42,0.64,701,532,75,0.954,0.835,0.835,0.235,0.184,0.155,42.549,28.067,24792,28239,27025,875,4886,,,,,,,,,0.51,0.60,0.55,,关,关,0,无公差
4.79,0.470,0.941,845,309,164,0.26,154,3.13,,0.082,0.60,0.63,845,309,163,0.954,0.835,0.835,0.190,0.183,0.169,40.423,35.843,24975,28242,26897,875,1502,,,,,,,,,0.50,0.53,0.61,,关,关,0,无公差
4.79,0.395,0.791,253,513,394,0.15,88,2.05,,1.124,0.58,0.66,253,513,393,0.715,0.596,0.715,0.168,0.150,0.133,42.492,33.716,24900,28210,26840,874,4565,,,,,,,,,0.34,0.41,0.38,,关,关,0,无公差
4.79,0.480,0.960,378,735,306,0.23,137,2.82,,-10.239,0.50,0.65,379,736,306,0.715,0.835,0.835,0.198,0.164,0.162,41.212,33.726,25298,28251,26936,874,9210,,,,,,,,,0.50,0.47,0.44,,关,关,0,无公差
4.79,0.550,1.100,722,841,66,0.33,196,3.73,,-22.270,0.48,0.62,723,841,66,0.954,0.954,0.954,0.239,0.200,0.159,43.415,28.841,24758,28251,27107,874,10883,,,,,,,,,0.61,0.58,0.67,,关,关,0,无公差
4.78,1.094,2.189,489,626,96,0.61,360,7.19,,-29.767,0.11,0.48,492,621,97,1.431,2.146,1.073,0.534,0.212,0.175,48.833,16.022,24908,28251,27213,874,6908,,,,,,,,,1.18,0.97,1.29,,关,关,0,无公差
4.78,0.382,0.764,639,278,341,0.10,60,1.59,,-0.043,0.44,0.66,639,279,342,0.477,0.715,0.596,0.162,0.136,0.105,42.532,27.613,25232,28223,26878,874,1251,,,,,,,,,0.33,0.24,0.23,,关,关,0,无公差
4.78,1.573,3.146,612,951,65,1.18,695,11.57,,-15.328,0.07,0.47,616,948,62,3.100,1.312,1.312,0.828,0.252,0.224,52.645,14.217,23662,28251,27299,874,1090,,,,,,,,,1.17,1.96,2.40,,关,关,0,无公差
4.78,0.408,0.816,820,298,216,0.13,78,1.85,,2.366,0.47,0.68,820,298,216,0.477,0.596,0.715,0.169,0.155,0.115,41.406,28.238,24847,28228,26616,874,1532,,,,,,,,,0.37,0.28,0.27,,关,关,0,无公差
4.78,0.553,1.106,799,759,409,0.34,201,3.81,,-23.189,0.48,0.62,801,758,409,0.954,0.954,0.954,0.234,0.206,0.163,42.302,29.524,24727,28246,27148,873,10076,,,,,,,,,0.63,0.67,0.61,,关,关,0,无公差
